alert_id,rise_days,flux_g,flux_r,color_g_minus_r,class,class_probability,gw_overlap
SIM08895,23.626385,5.73724179,6.37452340,0.114361,SN Ia,0.9100,0.401303
SIM08896,11.500631,1.51884596,1.12890392,-0.322142,SN II,0.5800,0.796808
SIM08897,21.501280,3.23465772,3.38928173,0.050698,SN Ia,0.9100,0.077374
SIM08898,30.850595,5.45029996,4.85261869,-0.126111,AGN flare,0.6700,0.382121
SIM08899,37.508557,2.91075776,3.16800963,0.091951,SN II,0.5800,0.538517
SIM08900,18.536858,1.57469342,1.96078739,0.238086,SN Ia,0.9100,0.202204
SIM08901,44.293791,0.66854216,0.82343848,0.226256,SN II,0.5800,0.159989
SIM08902,14.153157,1.98805102,2.21953976,0.119589,SN Ia,0.9100,0.845032
SIM08903,30.240392,4.45487221,5.26555558,0.181522,AGN flare,0.6700,0.605299
SIM08904,4.626563,0.14183037,0.15338855,0.085059,SN II,0.5800,0.415141
SIM08905,10.200101,1.01288113,0.71932417,-0.371585,SN II,0.5800,0.391569
SIM08906,27.916471,5.39345196,6.70098324,0.235679,SN II,0.5800,0.112934
SIM08907,18.450282,1.07597477,1.43216699,0.310479,SN Ia,0.9100,0.950451
SIM08908,22.124460,1.64815194,1.81121823,0.102434,SN Ia,0.9100,0.153317
SIM08909,6.359861,0.94659067,0.68045422,-0.358408,SN II,0.5800,0.555823
SIM08910,38.540215,2.85735637,2.87035230,0.004927,SN II,0.5800,0.145935
SIM08911,18.976391,1.56496092,1.97388842,0.252048,SN Ia,0.9100,0.628512
SIM08912,23.364635,5.19694848,4.61661548,-0.128562,SN Ia,0.9100,0.601867
SIM08913,44.585399,0.83655306,1.02045690,0.215753,SN II,0.5800,0.268221
SIM08914,4.706938,0.40634673,0.35962216,-0.132626,SN II,0.5800,0.317182
SIM08915,33.739976,4.48735154,3.41550409,-0.296338,AGN flare,0.6700,0.617043
SIM08916,20.560424,1.64707679,2.10894525,0.268379,SN Ia,0.9100,0.710696
SIM08917,4.097026,0.14639008,0.11647478,-0.248199,SN II,0.5800,0.507848
SIM08918,21.942528,2.81910370,2.88602046,0.025471,SN Ia,0.9100,0.081643
SIM08919,41.902914,4.81936557,6.51687644,0.327624,AGN flare,0.6700,0.947844
SIM08920,22.224386,1.81614535,1.91812513,0.059316,SN Ia,0.9100,0.408020
SIM08921,26.996687,6.12710425,4.69348572,-0.289399,SN II,0.5800,0.323455
SIM08922,30.281917,1.02080220,1.19922937,0.174902,SN II,0.5800,0.152742
SIM08923,28.303427,1.57281178,1.40412318,-0.123179,SN II,0.5800,0.932368
SIM08924,26.869604,3.88735978,4.21958020,0.089036,SN II,0.5800,0.541150
SIM08925,36.529385,1.91789853,1.49776425,-0.268455,SN II,0.5800,0.963126
SIM08926,8.504034,0.59434976,0.76007880,0.267041,SN II,0.5800,0.438647
SIM08927,33.151157,2.11378287,2.74556741,0.283929,SN II,0.5800,0.099977
SIM08928,29.143812,3.22677460,2.81278925,-0.149079,SN II,0.5800,0.799587
SIM08929,9.190446,0.44746630,0.48934797,0.097144,SN II,0.5800,0.966769
SIM08930,7.903282,1.23052761,1.64736283,0.316745,SN II,0.5800,0.220264
SIM08931,9.689548,0.73554247,0.62862051,-0.170548,SN II,0.5800,0.544444
SIM08932,10.981324,0.96800715,1.19725080,0.230766,SN II,0.5800,0.450628
SIM08933,12.223968,0.59567357,0.48674175,-0.219274,SN II,0.5800,0.862043
SIM08934,32.619503,1.71492327,2.18909240,0.265048,SN II,0.5800,0.656865
SIM08935,18.628187,3.35818883,3.40877549,0.016233,SN Ia,0.9100,0.203820
SIM08936,22.383747,2.19233527,1.79129349,-0.219351,SN II,0.5800,0.543189
SIM08937,4.398153,0.33247884,0.44067514,0.305886,SN II,0.5800,0.831929
SIM08938,38.188331,1.84177502,2.37691698,0.276944,SN II,0.5800,0.757372
SIM08939,14.181787,4.09303643,5.66148112,0.352211,SN Ia,0.9100,0.212173
SIM08940,7.914395,1.28754859,1.38434167,0.078699,SN II,0.5800,0.106206
SIM08941,32.260894,2.20406074,1.74123736,-0.255914,SN II,0.5800,0.610979
SIM08942,29.487127,2.04617912,2.32501536,0.138705,SN II,0.5800,0.905618
SIM08943,39.031958,4.24782884,4.94802120,0.165661,AGN flare,0.6700,0.349182
SIM08944,13.311167,2.24672945,2.61749101,0.165836,SN Ia,0.9100,0.334259
SIM08945,15.185240,1.61450117,1.50032750,-0.079631,SN Ia,0.9100,0.862701
SIM08946,43.450813,2.47288149,3.17390722,0.270977,SN II,0.5800,0.479217
SIM08947,1.674286,0.04454668,0.04494620,0.009694,kilonova,0.7200,0.784604
SIM08948,26.434819,2.15264020,2.92036625,0.331165,SN II,0.5800,0.689222
SIM08949,3.760289,0.12770711,0.17562885,0.345952,SN II,0.5800,0.437918
SIM08950,21.288849,1.77849230,1.93983684,0.094283,SN Ia,0.9100,0.918831
SIM08951,41.604476,3.53866043,4.67115532,0.301464,AGN flare,0.6700,0.615239
SIM08952,29.443926,6.29761711,7.51406836,0.191747,SN II,0.5800,0.644449
SIM08953,17.019499,3.33234648,4.49305150,0.324478,SN Ia,0.9100,0.982022
SIM08954,14.546326,1.93128468,1.96835119,0.020641,SN Ia,0.9100,0.253562
SIM08955,24.454212,3.51607685,2.90691777,-0.206564,SN II,0.5800,0.432045
SIM08956,9.462100,1.71049293,1.20211509,-0.382938,SN II,0.5800,0.222683
SIM08957,1.471584,0.02171779,0.01938002,-0.123654,kilonova,0.7200,0.897317
SIM08958,31.840617,2.11912717,2.79120686,0.299088,SN II,0.5800,0.093756
SIM08959,41.087286,1.83973497,2.39097229,0.284548,SN II,0.5800,0.515313
SIM08960,38.527429,2.54615240,3.46249235,0.333761,SN II,0.5800,0.959452
SIM08961,21.150007,1.42154009,1.68757788,0.186262,SN Ia,0.9100,0.567809
SIM08962,2.406581,0.02834863,0.03245954,0.147026,kilonova,0.7200,0.575645
SIM08963,23.920331,6.72434799,7.29408643,0.088302,SN Ia,0.9100,0.806616
SIM08964,34.828488,3.81179446,3.76632002,-0.013031,SN II,0.5800,0.016864
SIM08965,35.175037,1.93128573,2.27409889,0.177407,SN II,0.5800,0.305914
SIM08966,17.391690,4.55129359,3.49483978,-0.286769,SN II,0.5800,0.633608
SIM08967,36.834712,0.93133183,1.30297459,0.364579,SN II,0.5800,0.852669
SIM08968,35.666833,2.45938228,2.06659197,-0.188928,SN II,0.5800,0.146462
SIM08969,2.578935,0.06285083,0.05340558,-0.176811,kilonova,0.7200,0.440651
SIM08970,4.595447,0.48424068,0.45056403,-0.078262,SN II,0.5800,0.026719
SIM08971,21.873636,3.72397557,2.89925557,-0.271801,SN II,0.5800,0.529991
SIM08972,11.100040,1.11633751,0.87404396,-0.265656,SN II,0.5800,0.386932
SIM08973,13.639212,2.19832368,1.92748894,-0.142749,SN Ia,0.9100,0.586293
SIM08974,18.334771,5.23294571,5.40517967,0.035160,SN Ia,0.9100,0.751198
SIM08975,11.048088,2.13753504,1.50333687,-0.382142,SN II,0.5800,0.289278
SIM08976,42.369506,3.52703014,4.52137014,0.269652,AGN flare,0.6700,0.141697
SIM08977,3.528884,0.23531285,0.20602140,-0.144333,SN II,0.5800,0.073750
SIM08978,20.630608,4.06143517,4.45967665,0.101560,SN Ia,0.9100,0.771974
SIM08979,15.057416,0.45364862,0.45828990,0.011052,SN Ia,0.9100,0.914180
SIM08980,38.665760,3.09144297,2.90241415,-0.068505,SN II,0.5800,0.831814
SIM08981,38.681107,2.07059009,2.37716055,0.149911,SN II,0.5800,0.884752
SIM08982,40.263964,0.64600702,0.66094985,0.024828,SN II,0.5800,0.111100
SIM08983,42.016821,1.66724836,2.21642712,0.309133,SN II,0.5800,0.784028
SIM08984,5.043749,0.73798152,0.84412527,0.145904,SN II,0.5800,0.527719
SIM08985,8.565945,0.86160945,0.65994374,-0.289509,SN II,0.5800,0.693864
SIM08986,39.464884,3.53561197,4.39711723,0.236759,AGN flare,0.6700,0.472703
SIM08987,37.007451,3.12433096,2.87435526,-0.090541,SN II,0.5800,0.608543
SIM08988,16.304368,2.39258729,2.00189786,-0.193565,SN Ia,0.9100,0.741511
SIM08989,31.303105,0.99259354,0.80930010,-0.221655,SN II,0.5800,0.482967
SIM08990,23.136555,1.75826615,1.87803624,0.071548,SN Ia,0.9100,0.719897
SIM08991,35.516373,3.11729024,2.50879710,-0.235779,SN II,0.5800,0.185091
SIM08992,20.966961,6.08203439,5.48304133,-0.112568,SN Ia,0.9100,0.332984
SIM08993,40.582882,2.34861644,2.85382800,0.211539,SN II,0.5800,0.620250
SIM08994,16.898710,1.85950529,1.42830352,-0.286442,SN II,0.5800,0.105948
SIM08995,39.811207,3.98115248,3.62077830,-0.103017,SN II,0.5800,0.917980
SIM08996,38.396504,2.25967853,2.27110870,0.005478,SN II,0.5800,0.273467
SIM08997,26.287916,1.72663115,1.68856518,-0.024204,SN II,0.5800,0.478863
SIM08998,17.714689,2.71022063,3.25348102,0.198359,SN Ia,0.9100,0.218884
SIM08999,40.644500,2.45737893,2.71928046,0.109955,SN II,0.5800,0.128985
SIM09000,44.587999,2.33052319,2.82449147,0.208717,SN II,0.5800,0.532974
SIM09001,6.358593,0.33862243,0.37980175,0.124603,SN II,0.5800,0.832019
SIM09002,34.838718,2.00759763,2.17900224,0.088953,SN II,0.5800,0.797158
SIM09003,39.346973,3.59425284,4.27189980,0.187531,AGN flare,0.6700,0.370324
SIM09004,12.193545,3.34493551,2.66701816,-0.245904,SN II,0.5800,0.033475
SIM09005,18.424752,1.40275615,1.64235271,0.171211,SN Ia,0.9100,0.396234
SIM09006,19.442363,1.00526474,0.86203441,-0.166890,SN Ia,0.9100,0.713981
SIM09007,14.558161,3.57829641,4.60966814,0.274983,SN Ia,0.9100,0.596655
SIM09008,34.854738,1.71179701,2.04300656,0.192044,SN II,0.5800,0.185392
SIM09009,42.374274,3.88121563,2.75522983,-0.372025,SN II,0.5800,0.671296
SIM09010,28.368255,1.68639439,1.88749863,0.122319,SN II,0.5800,0.615356
SIM09011,27.565611,4.09032617,3.69677345,-0.109838,SN II,0.5800,0.598883
SIM09012,12.360261,1.27756298,0.95216355,-0.319177,SN II,0.5800,0.611004
SIM09013,12.232486,1.82280883,2.24101023,0.224257,SN Ia,0.9100,0.451034
SIM09014,26.056229,0.92628616,1.27057674,0.343139,SN II,0.5800,0.682081
SIM09015,26.078586,7.47110889,8.30137333,0.114412,SN II,0.5800,0.296935
SIM09016,9.928782,0.82723308,0.72636827,-0.141178,SN II,0.5800,0.226639
SIM09017,43.801526,3.09680263,3.34358540,0.083247,SN II,0.5800,0.180752
SIM09018,5.691403,0.41980466,0.47772755,0.140333,SN II,0.5800,0.685838
SIM09019,17.953174,0.98179025,0.91003104,-0.082406,SN Ia,0.9100,0.546667
SIM09020,4.356829,0.38060903,0.44731743,0.175342,SN II,0.5800,0.979068
SIM09021,13.953001,2.78365609,3.48464152,0.243856,SN Ia,0.9100,0.718305
SIM09022,43.184274,1.60027997,2.23491606,0.362663,SN II,0.5800,0.634588
SIM09023,9.759931,0.67735116,0.87173316,0.273924,SN II,0.5800,0.842791
SIM09024,28.430376,2.19779841,1.54173464,-0.384946,SN II,0.5800,0.614271
SIM09025,24.181266,2.35814487,3.20397616,0.332797,SN Ia,0.9100,0.668001
SIM09026,3.674034,0.16685376,0.13347169,-0.242367,SN II,0.5800,0.832648
SIM09027,15.604352,4.46212837,4.14887736,-0.079029,SN Ia,0.9100,0.948417
SIM09028,26.857843,2.67589579,2.69234931,0.006656,SN II,0.5800,0.414866
SIM09029,43.849339,4.87005619,3.62384882,-0.320910,AGN flare,0.6700,0.734830
SIM09030,33.653047,1.93362997,2.03929789,0.057768,SN II,0.5800,0.975969
SIM09031,1.959093,0.07659670,0.06887054,-0.115441,kilonova,0.7200,0.803690
SIM09032,24.703759,2.74247596,2.08237997,-0.298957,SN II,0.5800,0.859639
SIM09033,12.928472,1.17829913,1.37384300,0.166704,SN Ia,0.9100,0.048991
SIM09034,15.249743,1.33048440,1.85055592,0.358231,SN Ia,0.9100,0.310442
SIM09035,18.577798,2.86551984,2.60240191,-0.104573,SN Ia,0.9100,0.053814
SIM09036,22.917483,1.49207653,1.97668057,0.305363,SN Ia,0.9100,0.513676
SIM09037,30.006701,3.16772725,4.14670412,0.292388,AGN flare,0.6700,0.263476
SIM09038,23.459996,2.28274048,2.72717836,0.193143,SN Ia,0.9100,0.267367
SIM09039,26.796892,2.09849591,2.25683764,0.078980,SN II,0.5800,0.829434
SIM09040,19.046624,1.31211620,1.30303793,-0.007538,SN Ia,0.9100,0.867261
SIM09041,7.119361,0.43785233,0.35907789,-0.215348,SN II,0.5800,0.155877
SIM09042,11.878595,1.65477712,1.23689379,-0.316018,SN II,0.5800,0.852859
SIM09043,27.153057,3.29143947,2.57493750,-0.266548,SN II,0.5800,0.098850
SIM09044,15.631515,2.51682162,3.48095312,0.352114,SN Ia,0.9100,0.786361
SIM09045,16.585076,4.47928905,5.07007370,0.134513,SN Ia,0.9100,0.819053
SIM09046,30.552645,2.32467745,1.80254413,-0.276192,SN II,0.5800,0.224926
SIM09047,4.306349,0.12108927,0.09751265,-0.235112,SN II,0.5800,0.964319
SIM09048,37.310356,4.54449498,6.34854199,0.362971,AGN flare,0.6700,0.758421
SIM09049,24.642005,2.57697937,3.52222011,0.339264,SN Ia,0.9100,0.129325
SIM09050,2.998955,0.02698898,0.03443398,0.264502,SN II,0.5800,0.635663
SIM09051,22.612618,0.93843568,0.82991904,-0.133422,SN Ia,0.9100,0.516162
SIM09052,39.080120,3.30758933,2.91600187,-0.136809,SN II,0.5800,0.394331
SIM09053,36.871068,2.87530180,3.75117463,0.288710,SN II,0.5800,0.668780
SIM09054,29.983536,4.12440785,3.63917576,-0.135896,SN II,0.5800,0.874275
SIM09055,43.125002,0.82079066,0.74530508,-0.104746,SN II,0.5800,0.775651
SIM09056,1.125082,0.02825622,0.03881241,0.344641,SN II,0.5800,0.739204
SIM09057,33.027333,4.95696332,5.22640239,0.057468,AGN flare,0.6700,0.848557
SIM09058,6.748747,0.38624269,0.51806212,0.318804,SN II,0.5800,0.284615
SIM09059,35.603628,4.75976916,5.58341309,0.173285,AGN flare,0.6700,0.177544
SIM09060,28.773974,1.49060986,1.64570710,0.107471,SN II,0.5800,0.269271
SIM09061,14.644647,2.39937578,2.25146327,-0.069084,SN Ia,0.9100,0.425074
SIM09062,35.549120,1.57319690,1.84282899,0.171755,SN II,0.5800,0.823700
SIM09063,11.031140,0.67696405,0.91501679,0.327159,SN II,0.5800,0.234547
SIM09064,28.995633,1.37835131,1.00263771,-0.345540,SN II,0.5800,0.270741
SIM09065,10.520386,0.51983282,0.51421246,-0.011803,SN II,0.5800,0.571683
SIM09066,13.602466,0.76753154,0.71492121,-0.077095,SN Ia,0.9100,0.283557
SIM09067,25.839880,1.31426835,1.78732926,0.333801,SN II,0.5800,0.695951
SIM09068,10.362430,1.95351098,2.49262405,0.264602,SN II,0.5800,0.459205
SIM09069,28.178390,5.53779724,6.01281183,0.089351,SN II,0.5800,0.860056
SIM09070,24.571983,2.60191921,3.55321090,0.338318,SN Ia,0.9100,0.435374
SIM09071,28.825429,2.39874445,2.90500409,0.207907,SN II,0.5800,0.111797
SIM09072,9.508437,1.60604769,1.43542727,-0.121943,SN II,0.5800,0.593874
SIM09073,28.610450,2.92232903,2.53746104,-0.153324,SN II,0.5800,0.905267
SIM09074,6.668427,0.43801197,0.36707858,-0.191817,SN II,0.5800,0.062955
SIM09075,11.367943,2.81485347,3.32619700,0.181230,SN II,0.5800,0.443094
SIM09076,25.125374,3.13529877,2.64466797,-0.184769,SN II,0.5800,0.229484
SIM09077,18.903821,4.31061017,5.48105164,0.260813,SN Ia,0.9100,0.445223
SIM09078,26.110484,2.24350830,1.74171155,-0.274879,SN II,0.5800,0.564982
SIM09079,42.256748,1.98544059,2.02843641,0.023261,SN II,0.5800,0.815073
SIM09080,14.862004,2.84531202,2.89030105,0.017033,SN Ia,0.9100,0.448097
SIM09081,32.088079,0.85045991,1.09028066,0.269711,SN II,0.5800,0.141596
SIM09082,43.153974,3.95330766,4.84284346,0.220350,AGN flare,0.6700,0.021087
SIM09083,24.387800,4.20522794,3.94055896,-0.070579,SN Ia,0.9100,0.155758
SIM09084,10.251260,1.45410467,1.30415586,-0.118165,SN II,0.5800,0.406620
SIM09085,34.998032,3.73513770,4.68718931,0.246515,AGN flare,0.6700,0.045348
SIM09086,33.932099,5.29817892,6.43248431,0.210630,AGN flare,0.6700,0.089700
SIM09087,6.928333,0.50022839,0.68080496,0.334636,SN II,0.5800,0.645029
SIM09088,14.904467,3.21893065,2.34902899,-0.342058,SN II,0.5800,0.897816
SIM09089,13.919185,2.35974337,2.06200421,-0.146438,SN Ia,0.9100,0.080892
SIM09090,44.086568,2.63043263,3.49513688,0.308593,SN II,0.5800,0.428383
SIM09091,38.697325,4.53040877,4.66480973,0.031741,AGN flare,0.6700,0.780910
SIM09092,35.667497,5.01617624,6.92582127,0.350246,AGN flare,0.6700,0.702834
SIM09093,33.750969,2.66247765,2.84330705,0.071344,SN II,0.5800,0.286699
SIM09094,14.329152,3.24956384,4.20329250,0.279411,SN Ia,0.9100,0.339367
SIM09095,22.860514,3.72426478,4.40169467,0.181448,SN Ia,0.9100,0.051370
SIM09096,18.752595,5.25655964,6.42400957,0.217761,SN Ia,0.9100,0.257605
SIM09097,12.523129,2.59158681,3.16989090,0.218696,SN Ia,0.9100,0.714385
SIM09098,14.028814,1.41915906,1.59682285,0.128064,SN Ia,0.9100,0.726690
SIM09099,28.813536,1.10492541,0.84503660,-0.291144,SN II,0.5800,0.884015
SIM09100,14.702700,1.16802569,1.00869010,-0.159237,SN Ia,0.9100,0.079675
SIM09101,33.149052,1.37968303,1.69295280,0.222164,SN II,0.5800,0.578579
SIM09102,24.218595,2.33565783,3.08519568,0.302184,SN Ia,0.9100,0.421174
SIM09103,16.946843,0.79635278,1.02464689,0.273672,SN Ia,0.9100,0.983558
SIM09104,22.573254,1.13540200,1.45055575,0.265962,SN Ia,0.9100,0.439013
SIM09105,24.523262,4.22004492,4.94065091,0.171168,SN Ia,0.9100,0.240875
SIM09106,40.669236,1.41166736,1.75865915,0.238623,SN II,0.5800,0.240854
SIM09107,22.345744,1.43982142,1.87314079,0.285654,SN Ia,0.9100,0.550078
SIM09108,33.175384,2.01525192,2.80081333,0.357387,SN II,0.5800,0.757678
SIM09109,25.350760,3.29363087,2.97942881,-0.108855,SN II,0.5800,0.530983
SIM09110,15.379090,0.93381199,1.07664149,0.154529,SN Ia,0.9100,0.217170
SIM09111,9.684635,1.52086811,1.66675021,0.099447,SN II,0.5800,0.878674
SIM09112,32.198442,7.74526777,6.66323084,-0.163379,AGN flare,0.6700,0.709270
SIM09113,20.752253,1.64177634,1.39588534,-0.176161,SN Ia,0.9100,0.319744
SIM09114,31.501037,6.90938530,5.37078632,-0.273504,AGN flare,0.6700,0.688482
SIM09115,5.915065,0.27961769,0.37322008,0.313501,SN II,0.5800,0.780671
SIM09116,37.787497,2.66955146,3.25349933,0.214781,SN II,0.5800,0.910846
SIM09117,27.990587,1.72320774,2.09187824,0.210497,SN II,0.5800,0.245277
SIM09118,26.924270,2.24492717,2.97917970,0.307236,SN II,0.5800,0.351900
SIM09119,44.086606,1.38379223,1.69758577,0.221902,SN II,0.5800,0.159650
SIM09120,8.121142,0.34309768,0.33414405,-0.028710,SN II,0.5800,0.848942
SIM09121,31.797031,2.26023433,1.85573279,-0.214095,SN II,0.5800,0.587404
SIM09122,41.269264,3.36511770,3.54066769,0.055212,SN II,0.5800,0.830738
SIM09123,1.625976,0.02583402,0.02713897,0.053503,kilonova,0.7200,0.332318
SIM09124,40.379370,1.41661587,1.56829890,0.110442,SN II,0.5800,0.263135
SIM09125,23.097049,6.07944273,8.29917891,0.337928,SN Ia,0.9100,0.016630
SIM09126,40.179861,1.48212325,2.04458890,0.349304,SN II,0.5800,0.493541
SIM09127,17.613298,1.70266861,1.46687130,-0.161845,SN Ia,0.9100,0.219768
SIM09128,24.367391,6.58638680,7.88879390,0.195908,SN Ia,0.9100,0.224205
SIM09129,20.955341,2.22231586,2.22614966,0.001871,SN Ia,0.9100,0.311653
SIM09130,38.210189,1.57304068,1.72789684,0.101945,SN II,0.5800,0.681721
SIM09131,28.661579,5.06639519,4.57322378,-0.111192,SN II,0.5800,0.576045
SIM09132,18.695792,0.93907617,0.75581015,-0.235720,SN II,0.5800,0.103706
SIM09133,19.068739,4.11260319,4.17290274,0.015804,SN Ia,0.9100,0.656559
SIM09134,43.766744,1.21078447,1.17325326,-0.034188,SN II,0.5800,0.263812
SIM09135,41.931076,1.35281814,1.11509509,-0.209819,SN II,0.5800,0.201559
SIM09136,19.310378,4.40472163,5.10099304,0.159341,SN Ia,0.9100,0.305657
SIM09137,27.171214,1.09463287,1.03388752,-0.061988,SN II,0.5800,0.048755
SIM09138,35.752543,6.33759998,8.80331545,0.356804,AGN flare,0.6700,0.796907
SIM09139,38.251729,1.49459481,1.96666442,0.298017,SN II,0.5800,0.340677
SIM09140,25.697639,3.84835799,4.23813781,0.104749,SN II,0.5800,0.033146
SIM09141,4.903209,0.45496667,0.46406531,0.021499,SN II,0.5800,0.239303
SIM09142,1.588579,0.03709670,0.04557221,0.223412,SN II,0.5800,0.330642
SIM09143,31.690791,6.88129413,8.31622513,0.205640,AGN flare,0.6700,0.365987
SIM09144,31.303042,3.15888632,3.18578220,0.009205,SN II,0.5800,0.801176
SIM09145,4.411115,0.11743626,0.16330847,0.358016,SN II,0.5800,0.220476
SIM09146,39.112908,3.28972051,3.91683012,0.189439,SN II,0.5800,0.591551
SIM09147,41.489315,6.23658860,6.36203605,0.021623,AGN flare,0.6700,0.030835
SIM09148,40.023248,2.33466649,1.87287122,-0.239292,SN II,0.5800,0.868455
SIM09149,12.926678,3.07603557,3.62220890,0.177455,SN Ia,0.9100,0.311433
SIM09150,34.808176,4.01339760,5.02971446,0.245078,AGN flare,0.6700,0.459677
SIM09151,26.141461,4.61163480,6.37320806,0.351258,SN II,0.5800,0.282130
SIM09152,27.596993,3.41843485,4.64745307,0.333469,SN II,0.5800,0.376631
SIM09153,32.123229,2.16221590,2.78956737,0.276594,SN II,0.5800,0.151814
SIM09154,43.287968,1.61744234,1.59558476,-0.014772,SN II,0.5800,0.503052
SIM09155,31.054890,2.15076358,2.45762127,0.144806,SN II,0.5800,0.277825
SIM09156,38.703848,2.57688094,2.08558783,-0.229665,SN II,0.5800,0.945962
SIM09157,3.934696,0.39351047,0.33024163,-0.190311,SN II,0.5800,0.422630
SIM09158,15.452067,1.65965703,1.63308750,-0.017522,SN Ia,0.9100,0.213684
SIM09159,9.807115,2.29563087,2.83830727,0.230393,SN II,0.5800,0.657229
SIM09160,2.528317,0.04374845,0.04745909,0.088392,kilonova,0.7200,0.001584
SIM09161,18.691830,1.61276462,1.18822850,-0.331678,SN II,0.5800,0.425944
SIM09162,21.523203,1.13627640,1.42760085,0.247807,SN Ia,0.9100,0.587253
SIM09163,32.401563,5.54031182,7.71472085,0.359465,AGN flare,0.6700,0.956273
SIM09164,35.904957,2.39772301,2.85644247,0.190066,SN II,0.5800,0.132579
SIM09165,20.100445,1.88364593,2.05802563,0.096129,SN Ia,0.9100,0.111883
SIM09166,17.770181,4.54748197,5.98944541,0.299039,SN Ia,0.9100,0.439542
SIM09167,7.616555,0.36939894,0.44963684,0.213416,SN II,0.5800,0.899911
SIM09168,35.647866,2.18432792,2.39466347,0.099817,SN II,0.5800,0.848954
SIM09169,10.156222,1.33286969,1.34439554,0.009348,SN II,0.5800,0.346977
SIM09170,32.326466,4.51973264,4.02315512,-0.126365,AGN flare,0.6700,0.340555
SIM09171,28.634740,2.14988205,2.78733477,0.281936,SN II,0.5800,0.300401
SIM09172,27.426280,4.49060717,4.87178993,0.088459,SN II,0.5800,0.454451
SIM09173,27.346023,2.52037325,1.91492874,-0.298281,SN II,0.5800,0.120127
SIM09174,15.946171,1.72203019,1.21251877,-0.380881,SN II,0.5800,0.280528
SIM09175,21.565984,2.70769785,2.24586836,-0.203040,SN II,0.5800,0.893026
SIM09176,21.739728,1.53537882,1.25590085,-0.218150,SN II,0.5800,0.288168
SIM09177,7.042638,1.07323139,1.13705282,0.062718,SN II,0.5800,0.273132
SIM09178,11.051663,1.08816473,1.46492533,0.322802,SN II,0.5800,0.874622
SIM09179,13.561517,4.08098672,5.34901471,0.293772,SN Ia,0.9100,0.462030
SIM09180,35.874967,2.45161305,2.44545890,-0.002729,SN II,0.5800,0.372549
SIM09181,43.645952,7.12087622,9.60874919,0.325334,AGN flare,0.6700,0.856994
SIM09182,41.994914,3.88574420,3.61909087,-0.077187,SN II,0.5800,0.496366
SIM09183,11.296808,0.83744319,0.80058678,-0.048867,SN II,0.5800,0.179341
SIM09184,18.653723,1.85708325,1.71098734,-0.088961,SN Ia,0.9100,0.637709
SIM09185,36.358755,3.07761194,3.78824948,0.225562,SN II,0.5800,0.938774
SIM09186,42.085011,3.00473337,2.78583384,-0.082127,SN II,0.5800,0.498118
SIM09187,3.127131,0.17535050,0.21238179,0.208026,SN II,0.5800,0.888634
SIM09188,24.066122,4.44357088,4.25855264,-0.046175,SN Ia,0.9100,0.250011
SIM09189,20.531440,4.25625259,4.67188716,0.101162,SN Ia,0.9100,0.216071
SIM09190,19.159053,3.79928820,4.32925296,0.141777,SN Ia,0.9100,0.115097
SIM09191,39.411423,3.79246106,4.29394870,0.134839,AGN flare,0.6700,0.372904
SIM09192,9.509406,0.72175286,0.66403363,-0.090496,SN II,0.5800,0.094836
SIM09193,31.297808,3.76490563,3.11874573,-0.204435,SN II,0.5800,0.527250
SIM09194,23.010889,0.87611849,0.97285134,0.113709,SN Ia,0.9100,0.375869
SIM09195,23.692211,2.99235047,2.40797115,-0.235903,SN II,0.5800,0.084630
SIM09196,9.688018,0.92391962,0.82219543,-0.126648,SN II,0.5800,0.114259
SIM09197,42.138275,1.59631513,1.17895817,-0.329051,SN II,0.5800,0.359667
SIM09198,8.308194,0.37281884,0.48053798,0.275575,SN II,0.5800,0.504260
SIM09199,11.765831,1.13934085,0.92284539,-0.228812,SN II,0.5800,0.366492
SIM09200,13.737428,0.77952457,0.64366770,-0.207920,SN II,0.5800,0.276717
SIM09201,14.619305,2.24829335,2.72101946,0.207197,SN Ia,0.9100,0.247428
SIM09202,18.232706,0.72672599,0.69383492,-0.050286,SN Ia,0.9100,0.222232
SIM09203,16.043968,3.43023526,2.70466734,-0.258025,SN II,0.5800,0.442295
SIM09204,16.807250,0.77428085,0.78101742,0.009405,SN Ia,0.9100,0.099566
SIM09205,20.087046,4.91479915,6.10408438,0.235287,SN Ia,0.9100,0.328803
SIM09206,8.038295,0.91188650,1.02457095,0.126503,SN II,0.5800,0.135219
SIM09207,1.063802,0.01397304,0.01392380,-0.003833,kilonova,0.7200,0.791906
SIM09208,13.590982,1.35608618,1.19615769,-0.136247,SN Ia,0.9100,0.877515
SIM09209,11.148474,1.96613442,2.22219463,0.132922,SN II,0.5800,0.046629
SIM09210,2.629477,0.13279098,0.17043060,0.270947,SN II,0.5800,0.205339
SIM09211,21.061412,0.94502494,0.70155339,-0.323456,SN II,0.5800,0.601153
SIM09212,30.485437,1.12182450,1.27817609,0.141664,SN II,0.5800,0.926186
SIM09213,42.208889,1.72527731,1.88565278,0.096507,SN II,0.5800,0.324635
SIM09214,44.439124,2.63643555,3.32912215,0.253281,SN II,0.5800,0.893926
SIM09215,11.387170,1.09997249,0.99305015,-0.111027,SN II,0.5800,0.468879
SIM09216,27.768335,4.85306589,5.96338319,0.223691,SN II,0.5800,0.132169
SIM09217,42.646896,2.52118559,2.57350978,0.022303,SN II,0.5800,0.519303
